,image_id,image_location,turtle_id
872,ID_VOXWI65Z,right,t_id_72SiiZCp
873,ID_I3D54T8B,right,t_id_bYageLYA
874,ID_55O9EG4V,top,t_id_IlO9BOKc
875,ID_Q98QK3RA,top,t_id_YjXYTCGC
876,ID_RCCYBVS6,left,t_id_SwQZGIpa
877,ID_G1PCS174,right,t_id_ip3jsrYo
878,ID_XA9CEPXR,right,t_id_Kf73l69A
879,ID_8N6MB24N,right,t_id_8b8sprYe
880,ID_9H5QANIG,right,t_id_d6aYXtor
881,ID_3T6695EQ,left,t_id_D0gA44av
882,ID_C7JUU9XS,left,t_id_VFb44eFm
883,ID_02445SY2,top,t_id_GrxmyS59
884,ID_PICOLFZU,right,t_id_VP2NW7aV
885,ID_AI7H5EOG,left,t_id_9GFmcOd5
886,ID_DV9TFLZE,left,t_id_uVgs53Cz
887,ID_H9QQNVD3,right,t_id_AOWArhGb
888,ID_HTU4CYO3,top,t_id_Imm5pnNf
889,ID_J6VPHQJA,right,t_id_dVQ4x3wz
890,ID_IU8B3GQK,left,t_id_NW7wn8TC
891,ID_JFNEU319,right,t_id_gGQbn7FA
892,ID_P0ZXZ6Z0,right,t_id_ROFhVsy2
893,ID_VUYC58P2,top,t_id_tjWepji1
894,ID_5U8D1PCO,left,t_id_VFb44eFm
895,ID_NNG71HQ6,right,t_id_dVQ4x3wz
896,ID_1KH9MS93,right,t_id_qZ0iZYsC
897,ID_C0N0F1YG,top,t_id_4ZfTUmwL
898,ID_Z6E08HWW,right,t_id_ROFhVsy2
899,ID_DUTGS2TF,top,t_id_qZ0iZYsC
900,ID_3NN7SJN0,left,t_id_uJXT7dGu
901,ID_HAIKS72J,right,t_id_IlO9BOKc
902,ID_AZHUUYMI,left,t_id_WDCMGvI4
903,ID_OWRU1MUU,right,t_id_BI99coHt
904,ID_1PCD0HJG,top,t_id_AMnriNb5
905,ID_7WJBXFO6,top,t_id_9GFmcOd5
906,ID_N0B36HI0,right,t_id_fjHGjp1w
907,ID_27U9A3K5,right,t_id_fjHGjp1w
908,ID_ZK1P299I,right,t_id_SwQZGIpa
909,ID_H6BVTDIA,right,t_id_smNwfXAT
910,ID_HMZR9QQ5,top,t_id_n2FBHk6d
911,ID_YIWTSNP5,right,t_id_2E8o5Jtl
912,ID_6RHG0TO5,left,t_id_IlO9BOKc
913,ID_J6BXE80W,right,t_id_tjWepji1
914,ID_UD8VS1PA,right,t_id_dVQ4x3wz
915,ID_LGWCIVW2,left,t_id_utw0thCe
916,ID_ILCTHPLW,top,t_id_0DPPpRUz
917,ID_UQ5SGR75,left,t_id_JI6ba2Yx
918,ID_5SFBZZXF,left,t_id_GrxmyS59
919,ID_JE8B7P9A,top,t_id_D3kHUEgp
920,ID_2UW7PDL4,top,t_id_ZfvZBX4Q
921,ID_DHOEDCCE,top,t_id_GrxmyS59
922,ID_DU319CIT,top,t_id_SwQZGIpa
923,ID_JS9CJCHX,top,t_id_dVQ4x3wz
924,ID_CK7PY9VI,left,t_id_niEvmwXu
925,ID_YRVSS1VX,top,t_id_hRzOoJ2t
926,ID_7461MO1H,top,t_id_2E8o5Jtl
927,ID_8BR5UY61,top,t_id_mXD9Bjsb
928,ID_3CSDCABB,left,t_id_a4VYrmyA
929,ID_PMUAUFO8,right,t_id_gz3whk0q
930,ID_11D03T8G,top,t_id_fjHGjp1w
931,ID_I0W2ETFT,left,t_id_VP2NW7aV
932,ID_SMU4NVJQ,top,t_id_smNwfXAT
933,ID_X5S9LZBZ,left,t_id_uJXT7dGu
934,ID_RIG8UJLF,top,t_id_9GFmcOd5
935,ID_TDZ9Y6G0,right,t_id_1KIezxkh
936,ID_GGJR7KVR,top,t_id_mpuNp8mf
937,ID_5GS9NLVJ,left,t_id_n2FBHk6d
938,ID_BZE59S10,right,t_id_D3kHUEgp
939,ID_DVTY6BRU,right,t_id_m2JvEcsg
940,ID_8HAJ1J4P,right,t_id_VFb44eFm
941,ID_YTSHFQKS,top,t_id_72SiiZCp
942,ID_U4NL1N7O,top,t_id_VP2NW7aV
943,ID_HNUGEYRR,top,t_id_WDCMGvI4
944,ID_YK7TA9Q5,left,t_id_gJaKYxBQ
945,ID_14NTXGCE,left,t_id_JI6ba2Yx
946,ID_5Q1DKR1L,top,t_id_1KIezxkh
947,ID_4379LDH7,left,t_id_MwnEYfqe
948,ID_V93C6L5U,right,t_id_2Yn71r7R
949,ID_H8CWDLOL,left,t_id_iZQiE7wb
950,ID_RK5AVSOO,right,t_id_ksTLswDT
951,ID_257XTVSR,right,t_id_ROFhVsy2
952,ID_DKHVGRWT,left,t_id_Kf73l69A
953,ID_6UUOIMP6,top,t_id_G5eoqwD8
954,ID_5LV034YU,right,t_id_G5eoqwD8
955,ID_PIDP583F,right,t_id_2Yn71r7R
956,ID_VX980CQX,top,t_id_dVQ4x3wz
957,ID_VR8O6537,left,t_id_1KIezxkh
958,ID_HERL6PW4,right,t_id_stWei2Uq
959,ID_TJ2DY755,right,t_id_stWei2Uq
960,ID_BS922PM8,left,t_id_DbmclTcj
961,ID_GNZB4OKM,top,t_id_8b8sprYe
962,ID_O420ITVF,right,t_id_dhdJMT1K
963,ID_WXE4FHF7,top,t_id_hibDzPAP
964,ID_9NDO7ZG1,top,t_id_n2FBHk6d
965,ID_CWV1MOTM,left,t_id_JI6ba2Yx
966,ID_OKMQPAM0,right,t_id_4ZfTUmwL
967,ID_4KPHQCAG,left,t_id_JI6ba2Yx
968,ID_8PUFUYG5,left,t_id_uJXT7dGu
969,ID_EH07LWKV,top,t_id_QqeoI5F3
970,ID_4JFRRRKV,right,t_id_VP2NW7aV
971,ID_YL3RFAH8,top,t_id_WDCMGvI4
972,ID_BNRF5RP4,right,t_id_DPYQnZyv
973,ID_R7GK2YXP,top,t_id_0DPPpRUz
974,ID_QGPN8J8Y,top,t_id_e9i3Lbq4
975,ID_G8BA8KUL,right,t_id_hRzOoJ2t
976,ID_RNM8OM7F,top,t_id_VP2NW7aV
977,ID_58YOXVJA,right,t_id_Kf73l69A
978,ID_NT2HMCT8,left,t_id_dVQ4x3wz
979,ID_L3X9XLU4,right,t_id_Kc1tXDbJ
980,ID_1RZIFCHC,Top,t_id_B7LaSiac
981,ID_VJW93N5H,top,t_id_hRzOoJ2t
982,ID_WDT93AWO,top,t_id_YjXYTCGC
983,ID_JT0LTQYH,left,t_id_DPYQnZyv
984,ID_BO1DW6XF,left,t_id_3fKmnkBS
985,ID_364YVU2F,right,t_id_DPYQnZyv
986,ID_RHIZ5JCH,left,t_id_m2JvEcsg
987,ID_RLIZVEED,right,t_id_3fKmnkBS
988,ID_R6FNHXTC,left,t_id_JI6ba2Yx
989,ID_A2X10RIZ,Left,t_id_B7LaSiac
990,ID_9A6PZ5RL,left,t_id_MwnEYfqe
991,ID_IAJCHSYC,right,t_id_uIlC9Gfo
992,ID_4SLZW39D,top,t_id_gz3whk0q
993,ID_HSH4JUBX,left,t_id_AOWArhGb
994,ID_3SSUOD1F,left,t_id_GrxmyS59
995,ID_LAKPFD3O,top,t_id_Ts5LyVQz
996,ID_8CCXJZCC,left,t_id_D0gA44av
997,ID_AV65K2ZM,top,t_id_3fKmnkBS
998,ID_V5LSL5Z9,top,t_id_15bo4NKD
999,ID_E85JKO99,top,t_id_stWei2Uq
1000,ID_ZQFWH4DC,top,t_id_VP2NW7aV
1001,ID_7BSHGZXH,top,t_id_bYageLYA
1002,ID_VVPRSRKM,top,t_id_fxTQ5vHC
1003,ID_IBGWPAT7,top,t_id_ip3jsrYo
1004,ID_K6OCTEDV,right,t_id_IP1t15lD
1005,ID_GSSN8LOS,left,t_id_JI6ba2Yx
1006,ID_U3T9YERI,left,t_id_ROFhVsy2
1007,ID_0MGFWAOV,Left,t_id_GOIvCduN
1008,ID_QGNMSTJP,top,t_id_DPYQnZyv
1009,ID_51Z2ZUG4,right,t_id_hRzOoJ2t
1010,ID_08R685XU,left,t_id_m2JvEcsg
1011,ID_0WG9U1GO,top,t_id_15bo4NKD
1012,ID_OTFIFVLC,left,t_id_JI6ba2Yx
1013,ID_1IZ8T62C,left,t_id_ROFhVsy2
1014,ID_YS14H0HC,Right,t_id_HxxqrdTx
1015,ID_8L59BX9P,left,t_id_EEbWq5Pj
1016,ID_W8BB787Y,right,t_id_hibDzPAP
1017,ID_743SC158,top,t_id_ZfvZBX4Q
1018,ID_PS27ESKX,right,t_id_ZfvZBX4Q
1019,ID_48KBQF5K,top,t_id_G5eoqwD8
1020,ID_VL0GJ6LH,right,t_id_tjWepji1
1021,ID_1V7S2G5A,top,t_id_IP1t15lD
1022,ID_HO2FH8B0,left,t_id_ROFhVsy2
1023,ID_19YCCES6,right,t_id_ROFhVsy2
1024,ID_BIBXD90K,left,t_id_VP2NW7aV
1025,ID_848YVHA1,left,t_id_IP3xtKuX
1026,ID_1JC1FD54,top,t_id_a4VYrmyA
1027,ID_AUGZPUJ8,left,t_id_AOWArhGb
1028,ID_ASS0B6UK,top,t_id_1KIezxkh
1029,ID_97EFYTL9,top,t_id_gz3whk0q
1030,ID_AX5J06P5,right,t_id_uVgs53Cz
1031,ID_17MTCQYM,top,t_id_UVQa4BMz
1032,ID_TJPAERCY,left,t_id_72SiiZCp
1033,ID_623ULKH1,left,t_id_YjXYTCGC
1034,ID_G5DEQPLK,right,t_id_7gFFZy7i
1035,ID_ND8HHJQM,top,t_id_n2FBHk6d
1036,ID_XGNKY84Y,right,t_id_smNwfXAT
1037,ID_JFHTQB9S,top,t_id_dVQ4x3wz
1038,ID_UJ5YOAP8,left,t_id_WDCMGvI4
1039,ID_XM6LJUSC,right,t_id_Ts5LyVQz
1040,ID_HTBZ0DST,top,t_id_8b8sprYe
1041,ID_HD113138,left,t_id_HcnnlRda
1042,ID_EI8V5441,right,t_id_tjWepji1
1043,ID_Y2J0HJLP,left,t_id_dVQ4x3wz
1044,ID_V37P9JTD,top,t_id_hRzOoJ2t
1045,ID_OE5XCONY,top,t_id_FBsGDJhU
1046,ID_9DYBDN69,right,t_id_FBsGDJhU
1047,ID_U0RAZNI5,right,t_id_Kf73l69A
1048,ID_IHMG1UN5,left,t_id_G5JLzvai
1049,ID_M3PD6Z4X,right,t_id_gJaKYxBQ
1050,ID_MHJ9ZL5D,top,t_id_G5eoqwD8
1051,ID_RO8IU5BX,right,t_id_WXXcPTSW
1052,ID_XNTITWPE,left,t_id_GrxmyS59
1053,ID_IQGP4K9B,left,t_id_VP2NW7aV
1054,ID_9VJIRSHA,left,t_id_Kf73l69A
1055,ID_KABBIRA8,top,t_id_DPYQnZyv
1056,ID_FML0ESBM,left,t_id_d6aYXtor
1057,ID_BYHDTJQH,top,t_id_Kf73l69A
1058,ID_4123DJRO,left,t_id_7gFFZy7i
1059,ID_CU4AUX7O,top,t_id_AOWArhGb
1060,ID_YRVN79SK,top,t_id_iD9ikw6Y
1061,ID_EV65D3J0,top,t_id_G5JLzvai
1062,ID_OLE0F230,right,t_id_hRzOoJ2t
1063,ID_76UDU8G8,top,t_id_IlO9BOKc
1064,ID_99LOFERZ,left,t_id_72SiiZCp
1065,ID_21JGZOYU,top,t_id_dVQ4x3wz
1066,ID_3R63YUGO,right,t_id_Imm5pnNf
1067,ID_9QPFF5JP,right,t_id_mpuNp8mf
1068,ID_WQQRPJMX,left,t_id_fjHGjp1w
1069,ID_FLPLIA32,top,t_id_uJXT7dGu
1070,ID_ETO57GUA,top,t_id_dVQ4x3wz
1071,ID_5KZ6EJ33,right,t_id_Kf73l69A
1072,ID_GAC6ONML,top,t_id_tjWepji1
1073,ID_7EXIPDUO,left,t_id_n2FBHk6d
1074,ID_7XZIHJYG,Top,t_id_3b65X5Lw
1075,ID_GYY52UV9,left,t_id_WXXcPTSW
1076,ID_B3JL015U,top,t_id_D7NA71la
1077,ID_26FZY0AJ,left,t_id_dhdJMT1K
1078,ID_D58UX4ZO,right,t_id_Kf73l69A
1079,ID_F6X5824X,top,t_id_4ZfTUmwL
1080,ID_RGDS2BGT,right,t_id_9GFmcOd5
1081,ID_UCC8MTQC,top,t_id_bYageLYA
1082,ID_E2CEMBJF,left,t_id_e9i3Lbq4
1083,ID_4I3ESY77,left,t_id_IP3xtKuX
1084,ID_ENR6VVR6,top,t_id_Dv4O8bOM
1085,ID_WV9EVPQH,top,t_id_ROFhVsy2
1086,ID_T6SCLYV0,right,t_id_3K93fQBS
1087,ID_8E13SQLN,top,t_id_BXWccqAn
1088,ID_GUVK4O8V,top,t_id_hRzOoJ2t
1089,ID_K16QTHAA,top,t_id_dc6pjonY
1090,ID_1ZDZVBLF,right,t_id_BI99coHt
1091,ID_U1Y9CQ79,left,t_id_G5eoqwD8
1092,ID_29VIAZ3D,right,t_id_Kc1tXDbJ
1093,ID_JBAZB1H0,Right,t_id_k1rScFLB
1094,ID_AK216M1W,right,t_id_G5eoqwD8
1095,ID_O3G6HHBA,top,t_id_hRzOoJ2t
1096,ID_97RRPH1Q,left,t_id_BI99coHt
1097,ID_WS37GXTC,left,t_id_a4VYrmyA
1098,ID_RFTW05FP,right,t_id_tjWepji1
1099,ID_WBO9TYU6,right,t_id_FBsGDJhU
1100,ID_EBVZM67H,right,t_id_J24awAHQ
1101,ID_0JC13MBA,left,t_id_tjWepji1
1102,ID_46JVJJE0,top,t_id_SwQZGIpa
1103,ID_HXVY0O66,right,t_id_gGQbn7FA
1104,ID_XWG2OZ2M,left,t_id_IP3xtKuX
1105,ID_DXB5J9XV,left,t_id_iD9ikw6Y
1106,ID_TI4AXI7S,top,t_id_iD9ikw6Y
1107,ID_2358MYBE,right,t_id_BI99coHt
1108,ID_X6L93W5Z,right,t_id_J24awAHQ
1109,ID_PXKI8J0W,left,t_id_KysHzQQK
1110,ID_KHFW6XEF,left,t_id_AMnriNb5
1111,ID_OJB04LK1,right,t_id_DPYQnZyv
1112,ID_6OED89JQ,right,t_id_ROFhVsy2
1113,ID_32T8KDHK,left,t_id_VFb44eFm
1114,ID_UZCHV7U9,top,t_id_8b8sprYe
1115,ID_MO9R40JA,right,t_id_hRzOoJ2t
1116,ID_R2OC9TE1,top,t_id_IP1t15lD
1117,ID_RHU6R4DI,right,t_id_GrxmyS59
1118,ID_KGRWBR81,left,t_id_hRzOoJ2t
1119,ID_05OAB9HN,top,t_id_fjHGjp1w
1120,ID_DXZUT4KJ,top,t_id_uIlC9Gfo
1121,ID_XRUUZQQZ,left,t_id_AOWArhGb
1122,ID_3T395J5T,left,t_id_G5eoqwD8
1123,ID_HONVLGJ8,right,t_id_0DPPpRUz
1124,ID_6WVUG1RN,top,t_id_dVQ4x3wz
1125,ID_E98QM9CT,right,t_id_8b8sprYe
1126,ID_3JHL0XDW,left,t_id_AOWArhGb
1127,ID_HKE6LPE3,Right,t_id_B7LaSiac
1128,ID_PPSS872T,right,t_id_ROFhVsy2
1129,ID_Q8WLPS2N,Top,t_id_B7LaSiac
1130,ID_6TQSMX60,right,t_id_15bo4NKD
1131,ID_EJ3N6WXQ,left,t_id_IlO9BOKc
1132,ID_UYM7FKWU,top,t_id_qZ0iZYsC
1133,ID_XYNDN5MA,left,t_id_3K93fQBS
1134,ID_IAQX7RWF,left,t_id_dhdJMT1K
1135,ID_IBWV92JR,left,t_id_MwnEYfqe
1136,ID_8GYGUQBH,top,t_id_G5JLzvai
1137,ID_GGOYUEPF,left,t_id_G5eoqwD8
1138,ID_SBMYJOJX,right,t_id_utw0thCe
1139,ID_QIILZAE0,left,t_id_WDCMGvI4
1140,ID_AAULBUQF,Left,t_id_GOIvCduN
1141,ID_XW8DHGJ8,left,t_id_ROFhVsy2
1142,ID_Y8QWHEGF,left,t_id_DbmclTcj
1143,ID_90XTP7IA,right,t_id_mpuNp8mf
1144,ID_HGI68OWZ,right,t_id_mpuNp8mf
1145,ID_TQLCI8T4,top,t_id_UVQa4BMz
1146,ID_W2QCJ1FD,left,t_id_G5eoqwD8
1147,ID_R6UKP6OQ,left,t_id_uIlC9Gfo
1148,ID_R1N5MLUC,left,t_id_ksTLswDT
1149,ID_0FP7W8WI,right,t_id_Ts5LyVQz
1150,ID_EJJJLCDA,top,t_id_utw0thCe
1151,ID_ZIEFMMJ5,top,t_id_hRzOoJ2t
1152,ID_O0DZIQAK,left,t_id_SwQZGIpa
1153,ID_BFZ0BTKN,top,t_id_DPYQnZyv
1154,ID_C8NGKL9W,right,t_id_Lhp87PBX
1155,ID_R34OWDJY,right,t_id_ip3jsrYo
1156,ID_4U56R1MS,Top,t_id_3b65X5Lw
1157,ID_3SN9CPQK,left,t_id_ip3jsrYo
1158,ID_3BRPVKD9,left,t_id_8b8sprYe
1159,ID_L5ZC0P2D,top,t_id_fjHGjp1w
1160,ID_2O8DG2LG,right,t_id_YjXYTCGC
1161,ID_HQ4LEHJQ,top,t_id_Kf73l69A
1162,ID_QAW5VR7D,right,t_id_Ts5LyVQz
1163,ID_83JA8LJI,right,t_id_15bo4NKD
1164,ID_AL97NPUI,left,t_id_Ts5LyVQz
1165,ID_MTP0EQTH,left,t_id_NW7wn8TC
1166,ID_OG1GRF3E,right,t_id_DbmclTcj
1167,ID_009TNNQ8,left,t_id_Kf73l69A
1168,ID_F5H5ES23,top,t_id_tjWepji1
1169,ID_0XWII0XC,top,t_id_tjWepji1
1170,ID_QOLD4V6P,top,t_id_Kf73l69A
1171,ID_1Z849QK6,right,t_id_72SiiZCp
1172,ID_EKLWG5G7,top,t_id_BI99coHt
1173,ID_OM0I3V52,top,t_id_0g31STvR
1174,ID_3UFISML8,left,t_id_Ts5LyVQz
1175,ID_BQBUXMAI,right,t_id_VP2NW7aV
1176,ID_96LWSV5L,right,t_id_0DPPpRUz
1177,ID_55DHG61B,left,t_id_fjHGjp1w
1178,ID_77LS79M6,top,t_id_iZQiE7wb
1179,ID_JJUX1KZE,right,t_id_GrxmyS59
1180,ID_F039F4FO,top,t_id_C0wevyOl
1181,ID_9M4S26GP,left,t_id_C0wevyOl
1182,ID_W700YXHW,top,t_id_MwnEYfqe
1183,ID_X8F93RQV,right,t_id_AOWArhGb
1184,ID_H2KGDRZ8,top,t_id_8b8sprYe
1185,ID_37RXZ3TO,right,t_id_D3kHUEgp
1186,ID_N5WPBFLM,left,t_id_OqU1NWEA
1187,ID_IHO28NDH,right,t_id_tjWepji1
1188,ID_P1Q5JWA3,right,t_id_15bo4NKD
1189,ID_AO36GU17,right,t_id_hRzOoJ2t
1190,ID_0B15SK84,right,t_id_AOWArhGb
1191,ID_FDQPMRE6,top,t_id_Kf73l69A
1192,ID_JBGMIJOI,right,t_id_YjXYTCGC
1193,ID_1DHBY4KU,right,t_id_IP3xtKuX
1194,ID_3PAPEHDJ,right,t_id_GrxmyS59
1195,ID_0FX6ODC0,left,t_id_n2FBHk6d
1196,ID_L2JEARXW,right,t_id_IlO9BOKc
1197,ID_6V34GA6C,right,t_id_JI6ba2Yx
1198,ID_LIMNU5QR,left,t_id_QqeoI5F3
1199,ID_CTC9WL06,right,t_id_9GFmcOd5
1200,ID_S9NS44EP,left,t_id_Lhp87PBX
1201,ID_EEWHJBVS,right,t_id_72SiiZCp
1202,ID_FNE08ILI,left,t_id_YjXYTCGC
1203,ID_EO2HRP55,right,t_id_D3kHUEgp
1204,ID_IUO1UFT8,left,t_id_n2FBHk6d
1205,ID_99WYNX18,top,t_id_YjXYTCGC
1206,ID_XK6U9HBK,top,t_id_GrxmyS59
1207,ID_Z4YGKMKM,Top,t_id_k1rScFLB
1208,ID_UDV7ZUN0,left,t_id_ROFhVsy2
1209,ID_OE9U0500,left,t_id_hRzOoJ2t
1210,ID_9OQNT73K,left,t_id_m2JvEcsg
1211,ID_4W4GWHPZ,top,t_id_dhdJMT1K
1212,ID_KDTQ6444,top,t_id_15bo4NKD
1213,ID_YFBXBW8Y,left,t_id_SwQZGIpa
1214,ID_LCQCEAA7,right,t_id_fjHGjp1w
1215,ID_2NFH5AY5,top,t_id_m2JvEcsg
1216,ID_YKEFJZ2B,top,t_id_uJXT7dGu
1217,ID_P7RAZD3A,top,t_id_fxTQ5vHC
1218,ID_G2F4OJT6,left,t_id_4XiPKIk7
1219,ID_87TGZA2M,top,t_id_gGQbn7FA
1220,ID_KEW845NU,top,t_id_IP1t15lD
1221,ID_OLDGJ71A,Right,t_id_HxxqrdTx
1222,ID_K6V9I5C1,Left,t_id_k1rScFLB
1223,ID_J8XJLACW,top,t_id_mXD9Bjsb
1224,ID_WWYCXWOD,left,t_id_Kf73l69A
1225,ID_KKUQQPT0,left,t_id_hRzOoJ2t
1226,ID_ZB5AJ17M,left,t_id_MwnEYfqe
1227,ID_M17N1BF4,left,t_id_UVQa4BMz
1228,ID_DHMZNWT6,left,t_id_ROFhVsy2
1229,ID_M3WKTJJJ,right,t_id_8b8sprYe
1230,ID_UQ1GZMBE,top,t_id_ROFhVsy2
1231,ID_EYPUADDI,top,t_id_dVQ4x3wz
1232,ID_6L3ADFK8,top,t_id_m2JvEcsg
1233,ID_S1NRBSKU,right,t_id_3fKmnkBS
1234,ID_H3JK3MQW,top,t_id_AMnriNb5
1235,ID_1VVMCOG8,right,t_id_0g31STvR
1236,ID_37FLBUSK,right,t_id_m2JvEcsg
1237,ID_VYGPIXV7,top,t_id_G5eoqwD8
1238,ID_2D8P5IJQ,top,t_id_VFb44eFm
1239,ID_10HIRN6W,top,t_id_qZ0iZYsC
1240,ID_2WHCP48M,left,t_id_Kc1tXDbJ
1241,ID_2XQIT20D,right,t_id_Lhp87PBX
1242,ID_7CXJQYNT,right,t_id_D0gA44av
1243,ID_24XMOLVK,left,t_id_C0wevyOl
1244,ID_0TN13JTG,left,t_id_IlO9BOKc
1245,ID_V10P7G34,left,t_id_DPYQnZyv
1246,ID_WIXB1YAF,top,t_id_mpuNp8mf
1247,ID_4WW8XF7G,left,t_id_ROFhVsy2
1248,ID_3E0B7W1E,right,t_id_g9Fz8PH7
1249,ID_26JZTBIX,right,t_id_YjXYTCGC
1250,ID_IH7FSRZD,right,t_id_dVQ4x3wz
1251,ID_RK9GROH0,left,t_id_Kc1tXDbJ
1252,ID_IF0VJ87L,left,t_id_15bo4NKD
1253,ID_HNYEYOC2,top,t_id_ROFhVsy2
1254,ID_MCX5HSF8,top,t_id_WDCMGvI4
1255,ID_3NDJQJM7,top,t_id_dVQ4x3wz
1256,ID_EDLQ7RG6,right,t_id_15bo4NKD
1257,ID_9FUITRRD,left,t_id_2Yn71r7R
1258,ID_DYV4O4D9,right,t_id_tjWepji1
1259,ID_LYSQHGXQ,right,t_id_ksTLswDT
1260,ID_K6ZMGF3T,left,t_id_JI6ba2Yx
1261,ID_WNBBFWOF,right,t_id_hibDzPAP
1262,ID_VFDRE81R,right,t_id_hibDzPAP
1263,ID_Z10J6OV1,top,t_id_OqU1NWEA
1264,ID_LP0GCYNH,left,t_id_gJaKYxBQ
1265,ID_Z7K94A7J,right,t_id_X3bKBWYW
1266,ID_FADOBT1K,right,t_id_G5eoqwD8
1267,ID_TSQSFARY,top,t_id_Kc1tXDbJ
1268,ID_AER0ACAU,right,t_id_VP2NW7aV
1269,ID_KHSTCVDN,left,t_id_Kc1tXDbJ
1270,ID_76XUPZQY,left,t_id_ZfvZBX4Q
1271,ID_TQW7T333,right,t_id_ROFhVsy2
1272,ID_585DWP1V,right,t_id_mpuNp8mf
1273,ID_HP62NL4I,top,t_id_JI6ba2Yx
1274,ID_4MWH30AA,top,t_id_2Yn71r7R
1275,ID_A90HTUHS,right,t_id_WDCMGvI4
1276,ID_NWGTXLC1,top,t_id_ROFhVsy2
1277,ID_BOGXBF8U,left,t_id_JI6ba2Yx
1278,ID_8RMH5NGD,right,t_id_D7NA71la
1279,ID_L4YM2UPC,right,t_id_AMnriNb5
1280,ID_MFRMCPWJ,left,t_id_uJXT7dGu
1281,ID_026RZIZ9,right,t_id_hRzOoJ2t
1282,ID_875JHHIC,left,t_id_9GFmcOd5
1283,ID_755I28U4,top,t_id_ROFhVsy2
1284,ID_BXRMTL35,right,t_id_MwnEYfqe
1285,ID_O0VWI4RV,left,t_id_3fKmnkBS
1286,ID_KRAAXZ25,right,t_id_ip3jsrYo
1287,ID_QEOHRAAK,left,t_id_BI99coHt
1288,ID_LEW15VOX,left,t_id_AMnriNb5
1289,ID_2G5VWR8P,left,t_id_Kc1tXDbJ
1290,ID_DWWOO2XR,right,t_id_tjWepji1
1291,ID_WEQJP7TD,right,t_id_dVQ4x3wz
1292,ID_98NRB4SQ,left,t_id_ZfvZBX4Q
1293,ID_X52M491B,top,t_id_QqeoI5F3
1294,ID_QC4ETXA5,left,t_id_VFb44eFm
1295,ID_EYX73R7P,left,t_id_2QmcRkNj
1296,ID_3QBOOK4D,right,t_id_WXXcPTSW
1297,ID_1R8WKXOZ,right,t_id_C0wevyOl
